sistema,uf,competencia,cnes,procedimento,qtd,valor
SIA,RJ,202501,2269554,0206020015,1.0,86.75
SIA,RJ,202501,2295210,0206030037,3.0,415.89
SIA,RJ,202501,2273462,0206010028,16.0,1617.6
SIA,RJ,202501,9654151,0206020015,8.0,694.0
SIA,RJ,202501,2273411,0206010010,2.0,173.52
SIA,RJ,202501,9654151,0206030029,14.0,1214.5
SIA,RJ,202501,7036914,0211020036,38.0,195.7
SIA,RJ,202501,2708353,0206030037,5.0,693.15
SIA,RJ,202501,2295210,0206010079,22.0,2143.68
SIA,RJ,202501,2269562,0211020036,16.0,82.4
SIA,RJ,202501,7069502,0208010033,10.0,3830.7
SIA,RJ,202501,2708353,0206020031,13.0,1773.33
SIA,RJ,202501,2269384,0206010028,15.0,1516.5
SIA,RJ,202501,2270269,0206010052,16.0,1388.0
SIA,RJ,202501,2269821,0206020023,20.0,1735.0
SIA,RJ,202501,2269384,0206010079,29.0,2825.76
SIA,RJ,202501,2270269,0211020036,5.0,25.75
SIA,RJ,202501,2273462,0206010079,23.0,2241.12
SIA,RJ,202501,2273462,0206010036,9.0,780.84
SIA,RJ,202501,2270315,0211020036,87.0,448.05
SIA,RJ,202501,2269384,0206010044,12.0,1041.0
SIA,RJ,202501,2708353,0206030010,6.0,831.78
SIA,RJ,202501,2273462,0206020015,3.0,260.25
SIA,RJ,202501,2269384,0206020023,6.0,520.5
SIA,RJ,202501,2270269,0206030029,27.0,2342.25
SIA,RJ,202501,2269821,0206010028,6.0,606.6
SIA,RJ,202501,6918417,0206020015,19.0,1648.25
SIA,RJ,202501,2269384,0206010010,3.0,260.28
SIA,RJ,202501,2708361,0206010010,10.0,867.6
SIA,RJ,202501,2708353,0206010044,6.0,520.5
SIA,RJ,202501,2273276,0211020036,416.0,2142.4
SIA,RJ,202501,2273276,0206010052,1.0,86.75
SIA,RJ,202501,2273659,0206010010,4.0,347.04
SIA,RJ,202501,5955629,0211020036,357.0,1838.55
SIA,RJ,202501,3348431,0206010060,1.0,97.44
SIA,RJ,202501,6873960,0211020036,42.0,216.3
SIA,RJ,202501,6661904,0211020036,631.0,3249.65
SIA,RJ,202501,6661904,0206020023,103.0,8935.25
SIA,RJ,202501,6680704,0211020036,416.0,2142.4
SIA,RJ,202501,6995446,0206010079,1034.0,100752.96
